demand_id,vehicle_id,vehicle_no,depot,request_time,assigned_time,pickup_time,dropoff_time,call_waiting_time,pickup_waiting_time,service_travel_time,total_trip_time,work_start,work_end,actual_work_hours,pickup_node_id,dropoff_node_id,pickup_x,pickup_y,dropoff_x,dropoff_y,pickup_depot_name,dropoff_depot_name
CL0000020169_june23_018,38,714머8669,동탄차고지,07:19:14,07:19:14,07:48:26,08:09:23,0.0,29.2,20.95,50.15,06:00:00,15:00:00,8.0,581194.0,553210.0,126.84220459261564,37.20205256219548,126.9214790433246,37.13795515539531,남양차고지,향남차고지
CL0000002146_june23_026,47,728루4759,향남차고지,07:33:45,07:49:18,07:49:22,08:09:23,15.55,0.06666666666666667,20.016666666666666,35.63333333333333,06:00:00,15:00:00,8.0,581955.0,581173.0,126.92153069647748,37.13715391512689,126.82595991734436,37.19804658647104,향남차고지,남양차고지
CL0000007765_june23_028,30,70우6250,동탄차고지,07:38:06,07:59:11,08:01:46,08:18:14,21.083333333333332,2.5833333333333335,16.466666666666665,40.13333333333333,06:00:00,15:00:00,8.5,613420.0,612901.0,127.11811324303994,37.183430888424056,127.10968745782364,37.16159418702678,동탄차고지,동탄차고지
CL0000030833_june23_023,12,76보5210,향남차고지,07:30:22,07:36:09,07:56:16,08:21:16,5.783333333333333,20.116666666666667,25.0,50.9,06:00:00,15:00:00,8.5,613151.0,553210.0,127.11201004148316,37.183503962065465,126.9214790433246,37.13795515539531,동탄차고지,향남차고지
CL0000005963_june23_003,6,71머4610,향남차고지,05:22:57,06:00:00,07:39:05,08:21:26,37.05,99.08333333333333,42.35,178.48333333333332,06:00:00,15:00:00,8.0,581126.0,199233.0,126.79711442675784,37.11345121783386,126.82543978922315,37.318821644616825,향남차고지,
CL0000003971_june23_024,51,728루4756,병점차고지,07:30:27,07:46:13,07:55:28,08:21:53,15.766666666666667,9.25,26.416666666666668,51.43333333333333,06:00:00,15:00:00,8.0,614352.0,553210.0,127.12341336021288,37.16661164391269,126.9214790433246,37.13795515539531,동탄차고지,향남차고지
CL0000045065_june23_014,27,70보5604,동탄차고지,07:05:57,07:38:18,07:42:12,08:26:26,32.35,3.9,44.233333333333334,80.48333333333333,06:00:00,15:00:00,8.0,329371.0,343037.0,127.06849041235353,37.19127404268696,127.03356552489625,37.527472953842384,동탄차고지,
CL0000046348_june23_001,3,77라9904,병점차고지,02:27:48,06:00:00,07:05:51,08:27:18,212.2,65.85,81.45,359.5,06:00:00,17:00:00,10.0,588296.0,180783.0,127.14634734777164,37.19200892302055,126.45087113061236,37.447669694536295,동탄차고지,
CL0000005251_june23_034,8,73두0130,병점차고지,08:01:52,08:01:52,08:14:43,08:31:29,0.0,12.85,16.766666666666666,29.616666666666667,08:00:00,17:00:00,8.5,329764.0,562079.0,127.04726730643674,37.21162756175963,127.03572608270257,37.20692274986452,병점차고지,병점차고지
CL0000038142_june23_041,21,76보5248,향남차고지,08:13:59,08:13:59,08:20:59,08:32:49,0.0,7.0,11.833333333333334,18.833333333333332,08:00:00,17:00:00,8.0,211179.0,581955.0,126.9167028539976,37.12970181329941,126.92153069647748,37.13715391512689,향남차고지,향남차고지
CL0000008950_june23_033,7,71머4612,동탄차고지,08:00:43,08:00:43,08:13:45,08:33:38,0.0,13.033333333333333,19.883333333333333,32.916666666666664,08:00:00,19:00:00,10.0,587580.0,331148.0,127.1004822335056,37.19756676503015,127.0796456964893,37.21713985119504,동탄차고지,동탄차고지
CL0000049063_june23_035,5,77라9906,향남차고지,08:02:12,08:02:12,08:21:26,08:45:30,0.0,19.233333333333334,24.066666666666666,43.3,08:00:00,17:00:00,8.0,553064.0,581955.0,126.90969315899254,37.11497732485407,126.92153069647748,37.13715391512689,향남차고지,향남차고지
CL0000023008_june23_040,40,714머8660,병점차고지,08:13:10,08:13:10,08:21:23,08:46:12,0.0,8.216666666666667,24.816666666666666,33.03333333333333,08:00:00,19:00:00,10.5,587544.0,329439.0,127.03893366486568,37.199794944471456,127.06022610219296,37.21178625994256,병점차고지,동탄차고지
CL0000021575_june23_052,51,728루4756,병점차고지,08:35:09,08:35:09,08:39:44,08:48:44,0.0,4.583333333333333,9.0,13.583333333333334,06:00:00,15:00:00,8.0,328580.0,328375.0,127.04037600951082,37.20891755474821,127.0374487183392,37.2127850542673,병점차고지,병점차고지
CL0000013586_june23_044,41,714머8673,병점차고지,08:20:26,08:20:26,08:34:59,08:55:50,0.0,14.55,20.85,35.4,08:00:00,17:00:00,8.5,329096.0,331148.0,127.04909514436578,37.21386803426587,127.0796456964893,37.21713985119504,병점차고지,동탄차고지
CL0000003676_june23_056,14,76보5216,동탄차고지,08:41:30,08:41:30,08:50:08,08:57:07,0.0,8.633333333333333,6.983333333333333,15.616666666666667,08:00:00,20:00:00,11.0,613243.0,587626.0,127.11454862420788,37.17487823037695,127.10711590281215,37.17606787597767,동탄차고지,동탄차고지
CL0000042606_june23_049,6,71머4610,향남차고지,08:32:53,08:32:53,08:46:15,09:00:18,0.0,13.366666666666667,14.05,27.416666666666668,06:00:00,15:00:00,8.0,582012.0,211358.0,126.9283467416453,37.12647865820564,126.9228488812135,37.13141622630118,향남차고지,향남차고지
